0,12088
1,15095
2,3004
3,6050
4,6042
5,3028
6,12008
7,15075
8,6052
9,9009
10,9060
11,3015
12,6002
13,9069
14,15015
15,24104
16,6024
17,3011
18,57494
19,6030
20,33308
21,6042
22,9030
23,24080
24,18168
25,3009
26,9060
27,9021
28,9087
29,3013
30,30140
31,24064
32,3016
33,9072
34,30250
35,3026
36,15105
37,12048
38,6044
39,15035
40,15145
41,6044
42,9045
43,12108
44,3010
45,9084
46,9039
47,3004
48,18156
49,3012
