1,37,9845
1,3,772
1,33,7202
1,33,7202
0,29,1940
0,40,3838
1,1,11778
0,7,12488
0,7,12488
0,7,12488
1,22,161
1,22,161
1,22,6275
0,22,6275
0,37,9845
1,37,9845
0,3,772
0,48,6321
0,44,2797
0,6,1184
0,28,5085
0,33,2163
0,37,9845
1,37,9845
0,3,41
0,3,41
0,48,10191
0,23,18300
0,36,12133
0,19,683
0,7,12488
0,22,161
0,22,161
0,22,6275
0,22,6275
1,36,9845
0,2,1746
0,36,14652
0,10,1797
0,40,11128
0,21,1174
0,28,556
0,35,2502
0,44,2168
0,44,2168
1,44,2168
0,44,2168
0,36,14652
0,36,14652
0,10,1797
0,40,11128
0,21,1174
0,32,865
0,5,723
1,7,727
1,44,2168
0,36,14652
0,36,14652
1,25,1426
1,44,2055
0,36,8485
1,35,603
0,33,3742
0,44,2168
1,36,14652
0,10,1797
0,25,1426
1,6,10247
1,24,6723
1,13,2318
1,49,1345
0,23,23975
1,6,10247
0,17,1746
0,28,556
1,45,6013
1,44,2168
0,44,2168
0,36,14652
1,36,14652
0,10,1797
1,40,11128
1,21,1174
1,32,865
0,42,1082
0,43,8827
0,48,10738
0,36,3640
0,39,5047
1,14,13470
0,33,8124
1,48,16113
0,45,174
0,14,13470
1,6,10827
0,32,2017
0,38,3687
0,48,16113
0,14,14351
0,29,1182
1,10,4091
0,21,3971
0,35,1971
0,21,1472
1,44,301
0,25,1754
0,8,1998
0,32,545
1,32,545
0,47,451
0,47,451
0,13,7062
0,43,7547
0,24,4904
0,42,8542
0,12,3484
0,8,1998
0,28,3991
0,4,4023
1,31,13359
0,22,7718
0,32,545
0,32,545
0,47,451
1,8,1998
1,28,3991
1,9,5785
0,20,676
1,5,410
1,33,3313
1,32,545
1,47,451
0,47,451
0,47,451
1,13,7062
0,43,7547
1,24,4904
0,42,8542
0,30,14766
1,32,545
0,32,545
1,47,451
1,8,1998
0,13,7062
1,43,7547
0,39,4904
1,1,4625
0,8,2308
0,10,5241
0,49,1099
0,34,16254
1,1,2513
0,1,2513
1,1,2513
1,16,1632
1,16,1632
1,31,751
0,34,16254
0,42,7915
0,20,24709
0,3,1540
1,38,1974
1,46,751
1,12,5957
0,42,1793
0,19,3639
0,37,396
0,44,2383
0,1,2513
0,16,1632
0,16,1632
0,31,751
0,46,751
0,12,5957
0,23,10968
0,34,22947
0,26,7436
1,20,30692
0,16,1632
0,16,1632
0,31,751
0,34,16254
1,27,7978
1,38,1895
0,0,4801
0,7,12375
1,46,8198
0,16,1632
0,31,751
0,31,751
0,34,16254
0,42,7915
0,38,1014
0,15,19423
0,32,304
1,1,2513
0,1,2513
0,1,2513
0,16,1632
0,16,1632
0,46,751
0,20,24709
0,29,903
1,49,1665
1,31,751
0,46,751
1,12,5957
0,23,10968
0,34,22947
0,25,41
1,33,5097
0,15,20639
1,30,20639
1,45,2493
0,34,15794
0,20,17981
1,35,2980
1,16,4433
1,37,9982
0,23,21080
0,15,6501
0,13,1388
0,5,646
0,20,17981
0,9,5022
0,16,4433
0,12,909
0,38,2934
0,14,14558
0,43,4347
0,0,5057
0,35,2894
0,9,3466
1,20,25546
1,15,12447
1,49,961
0,49,961
0,0,5057
0,15,20560
0,15,3295
0,35,2894
0,24,2585
1,40,12802
0,11,731
0,36,11382
0,43,5228
0,39,1704
0,1,11921
0,38,3111
0,32,1520
1,0,5057
0,15,20560
0,30,3295
0,43,4347
0,14,823
0,31,21316
0,3,1875
1,49,961
0,15,3295
0,24,2585
0,46,5754
1,42,1848
0,23,13144
0,9,5076
1,0,5057
0,0,5057
1,15,3295
0,15,3295
1,35,2894
1,9,3466
1,9,3466
0,20,25546
0,38,205
0,0,2116
1,1,5570
1,15,20560
0,15,3295
0,15,3039
1,10,1803
0,8,3736
0,30,18542
0,45,1277
0,22,396
0,26,8829
0,22,518
0,48,14704
0,43,4091
1,0,3703
0,33,1442
1,7,8298
0,15,12540
1,6,7254
0,16,5137
1,0,3703
0,0,3703
1,15,19046
0,15,19046
0,30,12895
0,30,12895
0,30,28398
0,30,28398
0,33,1442
0,33,1442
0,14,8298
1,10,1253
0,36,6373
0,43,7364
0,0,3703
1,0,3703
0,0,3703
0,15,19046
1,15,19046
0,30,12895
0,30,12895
1,45,8167
0,48,16064
1,48,16064
0,11,384
1,0,3913
0,0,3913
1,15,14480
0,15,14480
0,15,16141
0,15,16141
1,30,29983
0,27,7373
0,13,5966
0,31,20233
1,20,7854
0,47,2488
1,36,12133
0,17,1298
1,43,4204
1,35,371
1,44,2876
0,25,154
0,40,9821
0,6,5665
0,36,12133
1,32,417
1,5,2442
0,16,1824
0,10,154
1,10,154
1,10,154
0,20,4885
0,39,5766
0,39,5766
0,39,5766
0,39,5766
0,5,1670
0,5,1670
0,20,4885
0,20,4885
0,20,27128
0,1,2242
1,34,27081
1,32,33
0,20,4885
1,20,4885
0,35,112
1,16,1361
1,16,1361
0,26,4029
1,23,9816
0,0,2768
0,43,3820
1,5,1670
0,5,1670
0,20,27128
0,20,27128
0,47,2242
0,16,480
0,16,480
1,12,4029
1,38,5867
0,33,651
0,39,5766
1,39,5766
1,39,5766
0,5,1670
1,5,1670
1,20,4885
0,20,4885
0,20,27128
1,20,27128
0,47,2242
0,31,325
1,27,1893
1,4,3789
0,26,8004
0,46,8751
0,20,4885
1,20,27128
1,20,27128
1,1,2242
1,46,8331
0,34,27081
0,34,4530
0,16,1553
0,43,10363
1,43,10363
1,2,2171
0,2,2171
0,9,6501
0,9,6501
0,9,8601
0,9,8601
0,10,6839
0,35,100
0,31,672
1,23,1866
0,20,15095
1,43,10363
0,43,10363
0,2,2171
0,2,2171
0,9,6501
0,9,6501
1,24,7720
0,10,5958
0,10,5958
1,35,147
0,30,12191
0,13,7365
1,28,4012
0,2,2171
0,2,2171
1,2,2171
1,9,8601
1,39,7720
0,39,7720
0,5,981
1,18,2434
1,12,5340
0,15,19344
0,20,24887
0,9,8601
0,39,7720
1,20,4303
0,16,1553
0,42,3443
0,10,5065
0,43,10363
0,2,2171
0,9,6501
0,9,6501
0,9,8601
0,10,6839
0,25,2586
0,13,4431
0,8,5400
0,10,7026
1,10,7026
1,10,7026
0,25,2586
0,25,2586
1,40,9897
0,6,8135
1,6,8135
0,36,6373
0,32,2849
1,43,3880
0,26,6018
1,3,640
0,25,1705
0,40,9897
1,40,9897
1,6,8135
0,6,8135
1,36,5492
1,32,1968
0,9,4731
0,31,4256
1,21,22
0,40,9897
0,40,9897
1,6,7254
1,15,2896
0,39,2370
1,11,2424
1,17,1483
0,17,1483
0,17,1483
0,17,1483
1,32,2416
0,32,2416
0,47,1535
0,47,1535
0,13,1545
1,43,10299
0,5,1798
0,19,4756
1,15,15420
0,35,1587
0,11,844
1,11,844
0,11,844
0,26,5905
0,26,5905
0,26,3713
0,26,3713
0,41,3178
1,41,3178
0,7,8727
0,28,6965
0,28,6965
1,48,3441
0,40,11896
0,46,6255
1,11,844
1,11,844
1,26,5905
0,26,5905
0,26,3713
0,26,3713
0,20,3888
0,20,3888
0,22,8727
1,22,8727
0,3,2601
1,7,1679
0,6,10134
0,42,1850
0,11,844
0,11,844
0,26,5905
0,26,5905
1,41,3178
1,41,3178
1,40,12572
0,28,4893
0,3,659
0,25,284
0,25,284
1,40,12572
0,40,12572
0,6,8416
0,6,8416
0,36,11060
1,32,225
1,43,3131
0,9,5740
1,44,2585
1,25,284
1,25,284
0,40,12572
0,40,12572
0,6,5550
1,5,1987
1,5,1987
1,47,2559
0,9,1369
0,30,10350
0,10,843
0,10,843
0,25,2362
1,25,2362
0,25,2362
0,25,284
0,25,284
0,21,2302
0,21,4630
1,21,4630
0,2,1987
0,48,8177
0,39,7938
0,12,1464
0,10,843
1,10,843
1,10,843
0,10,843
1,10,843
0,25,2362
0,25,2362
0,40,12572
1,40,12572
0,21,2302
0,21,2302
0,36,11941
0,2,1106
1,2,1106
0,12,2268
0,44,2748
0,1,14865
0,1,14865
0,1,14865
0,16,3790
0,16,3790
1,16,3790
1,16,3790
1,46,1548
0,46,1548
0,18,28606
0,18,28606
0,27,1592
0,23,23320
0,30,14510
0,37,7462
0,20,10276
0,31,18205
1,31,18205
0,46,1548
1,46,1548
0,18,28606
0,18,28606
1,30,5102
1,33,5346
1,41,1144
1,8,5321
0,48,17645
0,45,5968
1,45,5968
1,45,5968
0,45,5968
0,28,2796
0,45,5968
0,45,5968
0,45,5968
0,28,2796
0,28,2796
0,28,2796
1,43,1812
0,4,2954
0,4,2954
1,24,9384
0,24,9384
0,20,5860
1,31,17839
0,8,4361
0,33,7793
0,19,35
0,43,1812
1,4,2954
0,4,2954
0,39,8503
0,5,1941
1,12,3063
1,45,2158
0,49,2822
1,49,2822
1,49,2822
0,49,2822
0,5,1941
0,5,1941
0,20,13572
0,20,13572
1,35,1060
1,7,3394
1,7,3394
0,31,751
0,27,3063
0,4,133
1,6,6022
1,49,2822
1,49,2822
0,34,4387
1,20,690
0,46,2099
0,1,337
0,46,5816
1,38,3498
0,0,1744
1,28,3677
0,20,690
0,35,2099
1,35,2099
0,46,2099
0,1,337
0,25,1790
0,30,863
1,24,153
1,20,18283
0,20,690
1,35,2099
1,1,1218
1,16,1227
0,25,909
1,19,5268
0,23,4032
1,20,18283
0,20,18283
1,20,18283
0,20,690
0,35,2099
0,1,1218
0,31,1227
1,12,4124
0,34,4387
1,42,235
1,16,2421
1,18,24275
0,35,1152
1,10,843
1,26,4477
0,9,665
1,37,9830
0,10,139
0,6,4248
1,32,2736
0,23,18456
0,26,5794
0,26,5794
0,26,5794
1,41,5162
0,41,5162
0,49,185
0,49,185
0,7,10711
0,7,10711
0,37,9830
1,25,2290
0,21,3045
0,40,5070
0,35,2474
1,26,5794
0,26,5794
0,26,5794
1,26,5794
0,26,5794
0,26,5794
0,41,5162
0,41,5162
1,49,185
0,49,185
0,7,10711
1,7,10711
0,44,1020
0,40,14761
1,45,6206
1,43,3308
0,31,6013
0,26,5794
0,26,5794
0,41,5162
0,41,5162
1,44,1084
1,3,4036
0,3,4036
1,3,4036
1,3,4036
1,3,3155
1,3,3155
1,33,6533
0,33,6533
0,36,8704
1,29,2846
1,29,2846
1,10,4299
0,28,7468
0,15,7455
0,18,27233
0,33,6533
0,33,6533
0,36,8704
0,44,1965
1,25,2537
1,2,1347
1,9,4825
1,12,1288
0,18,27233
0,33,6533
0,33,6533
0,36,7823
0,44,1084
0,47,1656
1,17,1037
1,27,4344
1,25,1050
0,25,1050
1,40,11576
1,6,9814
0,6,9814
0,29,1089
0,13,2766
1,22,1175
1,13,1328
0,13,1328
0,13,1328
1,13,1328
0,13,1328
1,13,1328
0,10,1328
0,10,1328
0,25,169
0,25,169
0,21,3384
1,21,741
0,21,741
0,17,1313
0,28,1004
0,33,5767
1,13,1328
0,13,1328
0,13,1328
0,10,1328
0,10,1328
0,25,1050
1,25,1050
1,25,169
0,25,169
0,21,3384
1,21,3384
0,36,8933
0,32,1313
0,16,964
0,29,1438
1,13,1328
0,13,1328
1,13,1328
1,10,1328
0,10,1328
0,25,1050
0,25,1050
0,40,11576
1,6,10695
1,29,2818
1,29,2818
0,47,969
1,5,2748
0,0,8445
1,45,3088
0,45,3088
0,12,4316
0,27,4542
1,3,1673
0,23,8103
0,19,4579
1,45,174
0,3,292
0,45,3088
0,45,3088
0,45,3088
0,45,3088
0,12,4316
0,12,4316
1,27,4542
0,3,1673
0,38,4927
0,34,20082
1,11,2508
1,32,2416
0,45,3088
0,45,3088
0,12,4316
1,12,4316
0,13,6178
1,40,4329
0,6,2567
0,21,805
0,32,1377
0,37,8379
0,34,2738
0,25,1423
0,25,1423
0,25,1114
1,40,4329
1,40,4329
0,6,2567
1,36,12531
0,32,496
0,46,5691
0,22,8195
1,25,1114
1,42,3448
1,21,1686
0,2,2261
0,29,2830
1,42,7657
0,43,2028
0,42,3448
0,42,3448
1,21,1686
1,2,2258
0,13,6178
0,23,23527
1,35,1946
0,42,3448
0,21,805
0,32,1377
1,1,450
0,44,2664
0,25,1114
0,25,1114
0,40,4329
0,43,8169
1,31,21536
1,47,2943
0,10,8194
1,9,7168
0,39,11319
0,35,1756
1,46,4271
0,48,10609
1,28,8169
0,43,8169
0,43,8169
0,43,8169
0,9,4013
1,24,16241
0,18,28470
0,27,7795
0,4,3653
0,32,1859
0,9,4013
1,39,12200
0,1,6033
1,27,747
0,6,918
0,43,8169
1,10,8194
1,9,7168
0,39,12200
0,28,8169
0,43,8169
0,10,8194
0,9,4013
1,24,16241
1,5,2246
0,9,7168
0,39,12200
0,20,14207
0,16,1696
1,15,22943
0,28,8169
0,28,8169
0,28,8169
0,43,8169
0,10,8194
1,9,7168
0,39,11319
0,20,25060
0,23,14488
1,43,7611
1,43,8169
1,16,2528
1,38,2791
1,0,5697
0,10,2699
0,16,2528
0,14,8350
0,22,4413
1,31,7042
1,33,9001
0,29,689
0,6,2183
0,12,2972
0,7,776
1,7,776
1,7,776
1,7,5084
1,37,928
0,3,4563
0,3,4563
0,48,3300
0,18,5707
0,9,6233
1,29,237
0,22,4413
0,37,928
0,3,4563
0,10,4845
1,10,4826
0,17,1874
0,49,2354
0,7,5084
1,7,5084
0,22,4413
1,37,928
1,18,19271
0,18,19271
0,40,3945
0,34,22322
0,41,549
0,28,6109
1,34,22322
0,34,22322
0,34,22322
0,49,961
0,0,5057
1,0,5057
0,30,3295
1,28,652
0,36,13512
1,33,7345
0,9,2585
0,34,22322
0,34,22322
1,34,22322
1,49,961
0,49,961
1,15,20560
1,45,2414
0,11,609
1,7,12631
0,23,6464
1,20,14564
1,34,22322
0,34,22322
1,49,961
0,0,5057
1,0,5057
0,15,20560
0,45,2414
0,45,2414
1,26,7324
1,37,10869
1,17,1441
0,29,2447
1,15,20560
0,28,1533
0,41,549
0,3,915
0,10,2059
0,38,4873
1,49,961
0,0,5057
0,30,3295
0,30,3295
1,28,652
1,36,13512
0,18,8226
0,35,1670
0,34,22322
1,22,8616
0,18,12243
1,44,1980
1,13,1975
0,31,22447
0,21,2214
0,27,6016
0,22,8616
0,22,8616
0,33,3600
0,17,481
0,34,18226
0,4,5813
0,3,4932
0,3,4932
0,18,12243
1,48,495
0,44,2861
0,10,1671
0,47,2815
1,38,5629
0,4,5813
0,3,4932
0,3,4932
0,18,21035
1,48,495
0,44,1980
1,6,790
0,19,2019
1,21,2637
0,12,2637
0,12,2637
0,27,1769
1,42,101
0,42,1722
0,44,1118
0,19,4707
0,16,177
0,16,3840
0,46,6127
0,12,3484
0,8,841
0,42,5454
1,40,5417
0,31,3778
0,16,177
0,16,3840
0,16,3840
1,46,5246
0,46,5246
0,27,3484
1,8,318
0,33,1298
0,21,1893
0,3,1461
1,31,7008
1,31,7008
1,22,5246
0,42,2603
1,42,2603
1,12,2476
0,42,6763
0,23,4120
0,19,3982
1,26,6836
0,17,2529
0,31,12533
0,46,7609
1,46,7609
0,22,2263
0,22,2263
0,12,2476
0,12,2476
1,42,5882
0,42,5882
1,38,3239
0,49,2930
0,26,8170
0,28,6606
0,46,7609
1,46,7609
0,46,7609
0,46,7609
0,12,333
0,12,333
0,27,7644
0,27,7644
0,30,5882
0,38,2358
1,0,8628
0,34,22792
1,5,1030
0,46,7609
1,22,2263
1,22,2263
1,12,333
0,12,333
0,42,6763
1,8,5001
0,8,5001
1,4,1477
0,30,12575
0,37,4646
0,39,7912
1,15,18460
1,45,7741
1,26,5979
0,22,2455
0,14,11791
1,36,2100
0,34,12146
0,34,12146
1,34,12146
0,34,12146
0,34,12146
0,49,2135
1,49,2135
1,15,10384
1,15,10384
1,15,18460
0,15,18460
0,45,7741
0,41,5098
0,41,5098
0,37,693
0,32,1178
0,34,12146
1,34,12146
1,34,12146
0,34,12146
0,7,7115
0,9,7641
0,37,9574
0,42,2128
0,42,4173
0,42,4173
1,44,685
0,44,685
1,10,7115
0,6,3591
0,32,2401
1,4,4998
0,14,3407
0,42,2128
1,14,9758
0,44,685
0,44,685
0,25,1257
0,21,1829
0,45,810
0,35,1317
0,33,8329
1,33,8329
0,33,8329
0,33,8329
0,33,8329
1,48,12401
0,48,12401
0,42,2128
0,42,2128
0,14,9758
0,14,9758
0,44,2035
1,44,2035
0,40,5353
1,3,948
0,43,10284
0,48,1125
1,48,12401
0,48,12401
0,48,12401
0,2,1600
0,11,1179
0,7,14039
1,48,12376
0,11,2282
1,20,22799
1,0,6465
1,15,4703
0,15,4703
0,45,2941
1,26,298
1,26,298
0,22,1836
0,14,6991
0,15,17721
1,31,13487
1,15,21968
0,15,4703
1,15,4703
0,45,2941
1,45,2941
0,41,1566
1,13,639
0,44,1133
1,32,1445
0,49,2195
0,49,2195
0,49,2195
0,0,6465
0,0,6465
1,15,21968
0,32,752
0,39,14184
0,13,2781
0,43,4016
0,38,2422
0,49,1051
0,39,14184
0,18,56666
0,16,2705
0,3,772
1,18,16275
0,18,16275
0,18,56666
1,18,56666
1,48,14513
0,14,11870
0,14,11870
1,10,8346
0,21,3941
0,12,4360
0,3,772
0,3,772
0,3,772
0,18,16275
0,18,16275
1,18,16275
0,18,16275
0,33,168
1,33,168
0,46,6786
0,4,2772
1,26,2154
0,40,3561
0,47,2322
0,47,2322
1,47,2322
1,47,2322
0,47,2322
1,4,2772
1,4,2772
1,19,2772
0,34,25586
0,34,25586
0,0,8321
1,45,5678
1,42,1273
0,33,6676
0,6,918
1,47,2322
0,47,2322
0,47,2322
1,47,2322
0,47,2322
1,7,6920
1,17,2962
0,28,5868
0,38,2870
1,27,2699
0,27,2699
0,27,2699
1,10,2699
0,10,2699
1,10,1818
0,10,1818
0,25,1818
1,25,1818
0,36,6983
0,36,6983
1,21,5605
0,17,2081
0,43,4987
0,1,12561
0,40,10089
0,10,1818
1,40,937
0,36,6983
0,36,6983
0,44,628
0,47,1200
0,24,3225
0,46,6265
0,27,2699
1,27,2699
0,27,2699
1,27,2699
0,27,2699
0,10,2699
0,10,2699
0,10,2699
1,10,1818
0,29,2989
1,37,5320
1,48,1536
0,48,1536
1,21,1536
0,21,1536
0,14,655
0,14,655
0,29,2989
1,10,163
0,10,163
0,6,9991
0,32,609
1,41,3114
1,33,2417
0,33,2417
1,48,1536
0,48,1536
0,21,1536
1,21,1536
0,14,655
0,14,655
1,44,2989
0,25,346
0,21,918
0,25,2943
0,35,563
1,39,8571
0,14,8475
0,30,4319
1,30,4319
0,40,11753
0,36,8229
0,13,1181
0,27,7045
0,33,2417
1,48,1536
0,48,1536
0,21,1536
0,21,1536
0,5,1798
1,5,1798
0,5,1798
1,35,36
1,31,8800
0,30,10207
0,9,345
0,24,15848
0,24,15848
0,39,14967
0,39,14967
1,15,12944
1,5,917
0,5,917
0,24,4633
0,46,7038
0,8,1752
0,6,7564
0,21,2838
1,39,14967
0,15,12944
0,20,29589
0,20,29589
0,24,10562
0,2,2942
0,19,1312
1,41,5802
1,9,345
0,9,345
1,9,345
1,9,345
0,9,345
1,24,15848
0,24,15848
0,39,14967
0,39,14967
0,5,1798
0,35,36
0,16,1489
1,12,5276
0,49,562
0,37,2278
1,9,345
0,48,12260
1,7,8215
1,23,17177
0,19,3284
0,34,1522
1,15,15263
0,11,332
0,3,4691
0,41,3626
0,19,2403
0,19,2403
0,0,641
1,45,8582
1,48,9977
0,33,2929
0,46,5743
0,23,20549
0,4,4165
0,19,3284
1,34,1522
0,34,1522
0,15,15263
1,11,332
0,37,7334
1,43,3948
0,49,2482
0,19,3284
1,19,3284
1,49,1522
1,49,1522
0,30,15263
0,41,2666
1,3,4691
0,20,29884
1,38,5046
0,38,5046
0,23,20549
0,23,20549
0,4,4165
1,4,4165
0,19,2403
0,0,641
0,0,641
1,45,8582
0,41,1785
1,33,2929
1,31,5743
1,38,5046
0,23,20549
0,38,5046
0,23,20549
1,23,20549
0,4,4165
0,19,2403
1,0,641
1,45,6996
0,7,9096
0,24,3816
0,12,2317
1,41,1081
0,9,4697
0,9,4697
1,9,4697
0,9,4697
1,9,4697
0,24,3816
0,24,3816
1,39,3816
1,39,3816
0,6,2054
1,6,2054
0,35,292
1,16,5841
0,42,8747
0,34,1699
1,2,2179
0,24,3816
0,24,3816
1,6,2935
0,6,2935
0,5,1173
1,5,1173
0,32,700
0,46,4676
0,45,7866
0,0,8353
0,47,2442
1,39,3816
1,39,3816
0,6,2935
0,6,2935
0,5,1173
0,32,2626
0,32,2626
0,46,6402
0,23,5223
0,14,9833
0,9,4697
0,9,4697
0,24,3816
0,45,4861
0,30,5742
0,47,765
0,11,2760
0,17,1337
0,0,2540
0,14,8911
0,24,6971
1,30,5742
1,30,5742
0,30,5742
0,45,4861
0,45,4861
1,45,4861
0,45,4861
0,11,1874
1,11,1874
0,26,2218
1,7,456
1,18,12435
0,44,1057
1,3,5252
0,11,1978
0,47,765
0,11,1874
0,11,1874
1,41,2218
0,7,3773
0,18,1575
0,39,5387
1,22,6349
1,20,14822
0,49,1394
0,0,5306
0,1,3202
0,31,17824
0,12,277
0,38,1703
0,15,19231
1,47,2997
1,20,5845
0,20,14822
0,20,14822
1,7,4083
0,7,4083
1,1,2321
0,46,559
1,46,559
0,42,4313
1,3,38
0,14,5135
1,20,5845
0,20,5845
0,20,5845
1,20,14822
0,20,14822
0,35,456
1,35,456
0,7,4083
0,7,4083
0,1,2321
0,46,2355
0,42,6584
0,19,5471
0,26,3617
0,13,8752
1,35,456
0,7,4083
1,16,1440
0,16,1440
0,28,8469
1,8,3465
0,49,1394
0,21,4517
1,20,5845
0,20,5845
1,20,14822
0,35,456
0,35,456
1,1,3202
1,1,3202
1,31,17824
0,12,277
0,38,1703
0,15,19231
0,32,112
0,20,14822
0,7,4083
0,7,4083
0,34,8114
0,17,2657
0,47,895
0,6,8327
0,23,22210
0,26,1066
1,21,5723
0,21,5723
0,36,6181
0,36,6181
1,19,5300
0,19,5300
0,2,323
0,17,2657
1,30,16075
0,2,1673
0,35,1255
0,33,3172
0,25,2906
0,25,2906
0,17,1144
0,36,10789
0,17,2115
0,14,1098
1,16,1361
0,30,16075
0,30,16075
0,30,16075
0,30,16075
0,30,16075
0,30,16075
0,10,2393
0,40,14313
1,40,14313
0,6,7967
0,4,1716
0,47,2288
1,24,217
0,45,8317
0,30,16075
0,10,2393
0,10,2393
0,25,2906
1,40,14313
0,40,14313
1,6,7967
0,2,835
0,47,526
0,40,14839
1,7,3912
0,10,2393
0,10,2393
0,25,2906
0,40,14313
0,40,14313
0,21,3478
0,2,1673
0,28,2860
0,35,1255
1,18,47778
1,10,2393
1,25,2906
0,25,2906
0,17,1144
0,36,10789
0,17,2115
1,43,1979
1,16,1361
1,4,651
1,40,14313
0,17,2130
0,18,50756
0,3,723
0,3,723
0,18,33491
0,18,33491
0,33,8347
0,33,8347
1,21,5391
1,5,2748
0,6,6535
1,47,368
0,49,2610
0,3,723
0,3,723
0,3,723
1,3,723
0,18,16226
1,18,16226
0,48,272
0,14,12702
1,14,12702
0,10,2609
0,21,4773
0,28,7565
0,7,1420
0,18,33491
0,18,33491
1,18,16226
0,18,16226
0,48,272
0,48,272
1,29,414
0,25,105
1,22,3892
1,8,3274
0,37,8630
0,18,33491
0,33,8347
0,33,8347
1,21,86
0,21,86
1,44,36
0,40,8297
0,17,2130
0,49,1476
0,0,9858
1,15,13983
0,11,2267
1,7,6935
1,17,722
0,45,4108
0,46,6703
0,49,1476
0,49,1476
0,49,1476
0,49,1476
1,0,9858
0,15,13983
0,30,29486
1,39,11340
0,48,10360
1,3,3411
0,36,7461
1,19,2964
1,39,10216
0,34,8099
1,9,7259
0,9,7259
0,9,7259
1,24,7259
0,24,7259
0,24,7259
1,24,7259
1,30,25719
0,30,25719
1,5,262
0,35,1715
0,35,1715
0,31,3168
1,25,1978
0,33,3698
1,9,7259
0,9,7259
0,9,7259
0,24,7259
0,24,7259
0,39,10216
1,39,10216
0,30,25719
0,20,23957
0,20,23957
0,38,5811
0,46,1406
0,23,11623
0,44,1005
1,9,7259
0,9,7259
0,24,7259
1,24,7259
0,39,10216
0,39,10216
0,30,8454
0,30,8454
1,20,23957
1,1,4930
0,12,525
0,33,8738
0,26,170
0,9,7259
1,9,7259
0,9,7259
0,4,2964
1,17,722
1,43,6843
0,0,8640
1,44,2221
0,44,2221
1,35,1340
1,35,1340
0,35,459
0,35,459
0,25,1705
0,25,1705
0,44,1912
0,44,1912
1,36,11795
1,32,470
0,9,5081
0,26,6443
0,44,2221
1,44,2221
0,35,1340
1,35,1340
1,10,3674
0,10,3674
0,25,1705
1,25,1705
0,44,1912
0,36,14772
0,47,2175
1,39,3319
0,37,6133
0,35,1340
0,35,1340
0,35,1340
0,35,1340
1,10,3674
0,10,3674
0,10,5595
0,49,65
1,26,7325
1,3,4115
0,20,10284
0,8,3647
0,8,3647
0,8,3647
0,23,21735
0,23,21735
0,38,4470
0,38,4470
1,19,2708
0,30,14687
0,41,1209
